#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2328CEF5A7AD09C7-8B8D67FE2AFEB18
#datatype	hitsFull Results
#status	0
#Start time	2017-02-26T14:10:53	Run time	0:00:06:21
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#492 - >14442[]	non-specific	226468	21	244	3.70919e-07	50.3952	COG3959	TktA1	 - 	cl01629	Transketolase, N-terminal subunit  [Carbohydrate transport and metabolism]; Transketolase, N-terminal subunit [Carbohydrate transport and metabolism].
Q#492 - >14442[]	superfamily	294952	21	244	3.70919e-07	50.3952	cl01629	TPP_enzymes superfamily	 - 	 - 	Thiamine pyrophosphate (TPP) enzyme family, TPP-binding module; found in many key metabolic enzymes which use TPP (also known as thiamine diphosphate) as a cofactor. These enzymes include, among others, the E1 components of the pyruvate, the acetoin and the branched chain alpha-keto acid dehydrogenase complexes.
Q#492 - >14442[]	multi-dom	224076	5	631	0	849.565	COG1154	Dxs	 - 	 - 	Deoxyxylulose-5-phosphate synthase [Coenzyme transport and metabolism, Lipid transport and metabolism]; Deoxyxylulose-5-phosphate synthase [Coenzyme metabolism / Lipid metabolism].
Q#492 - >14442[]	multi-dom	226467	326	631	5.66309e-56	191.344	COG3958	TktA2	 - 	 - 	Transketolase, C-terminal subunit  [Carbohydrate transport and metabolism]; Transketolase, C-terminal subunit [Carbohydrate transport and metabolism].
Q#492 - >14442[]	multi-dom	223100	360	545	2.15095e-16	81.4882	COG0021	TktA	N	 - 	Transketolase [Carbohydrate transport and metabolism]; Transketolase [Carbohydrate transport and metabolism].
Q#492 - >14442[]	multi-dom	223101	354	620	3.77163e-15	75.6494	COG0022	AcoB	 - 	 - 	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component [Energy production and conversion]; Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit [Energy production and conversion].
Q#494 - >14444[]	non-specific	226367	184	233	3.78367e-06	44.6805	COG3848	PykA2	N	cl00215	Phosphohistidine swiveling domain of PEP-utilizing enzymes [Signal transduction mechanisms]; Phosphohistidine swiveling domain [Signal transduction mechanisms].
Q#494 - >14444[]	superfamily	294147	184	233	3.78367e-06	44.6805	cl00215	Aconitase_swivel superfamily	N	 - 	Aconitase swivel domain. Aconitase (aconitate hydratase) catalyzes the reversible isomerization of citrate and isocitrate as part of the TCA cycle. This is the aconitase swivel domain, which undergoes swivelling conformational change in the enzyme mechanism. The aconitase family contains the following proteins: - Iron-responsive  element binding protein (IRE-BP). IRE-BP is a cytosolic protein that binds to iron-responsive elements (IREs). IREs are stem-loop structures found in the 5'UTR of ferritin, and delta aminolevulinic acid synthase mRNAs, and in the 3'UTR of transferrin receptor mRNA. IRE-BP also express aconitase activity. - 3-isopropylmalate dehydratase (isopropylmalate isomerase), the enzyme that catalyzes the second step in the biosynthesis of leucine. - Homoaconitase (homoaconitate hydratase), an enzyme that participates in the alpha-aminoadipate pathway of lysine biosynthesis and that converts cis-homoaconitate into homoisocitric acid.
Q#494 - >14444[]	multi-dom	224006	11	562	0	560.672	COG1080	PtsA	 - 	 - 	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria) [Carbohydrate transport and metabolism]; Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria) [Carbohydrate transport and metabolism].
Q#494 - >14444[]	multi-dom	226133	13	559	2.49462e-108	340.152	COG3605	PtsP	N	 - 	Signal transduction protein containing GAF and PtsI domains [Signal transduction mechanisms]; Signal transduction protein containing GAF and PtsI domains [Signal transduction mechanisms].
Q#494 - >14444[]	multi-dom	223647	155	526	4.36448e-36	142.118	COG0574	PpsA	N	 - 	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase [Carbohydrate transport and metabolism]; Phosphoenolpyruvate synthase/pyruvate phosphate dikinase [Carbohydrate transport and metabolism].
Q#495 - >14445[]	non-specific	226219	100	162	0.000369425	36.9523	COG3695	Atl1	C	cl01497	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain [Transcription]; Predicted methylated DNA-protein cysteine methyltransferase [DNA replication, recombination, and repair].
Q#495 - >14445[]	superfamily	294884	100	162	0.000369425	36.9523	cl01497	ATase superfamily	C	 - 	The DNA repair protein O6-alkylguanine-DNA alkyltransferase (ATase; also known as AGT, AGAT and MGMT) reverses O6-alkylation DNA damage by transferring O6-alkyl adducts to an active site cysteine irreversibly, without inducing DNA strand breaks. ATases are specific for repair of guanines with O6-alkyl adducts, however human ATase is not limited to O6-methylguanine, repairing many other adducts at the O6-position of guanine as well. ATase is widely distributed among species. Most ATases have N- and C-terminal domains. The C-terminal domain contains the conserved active-site cysteine motif (PCHR), the O6-alkylguanine binding channel, and the helix-turn-helix (HTH) DNA-binding motif. The active site is located near the recognition helix of the HTH motif. While the C-terminal domain of ATase contains residues that are necessary for DNA binding and alkyl transfer, the function of the N-terminal domain is still unknown. Removal of the N-terminal domain abolishes the activity of the C-terminal domain, suggesting an important structural role for the N-terminal domain in orienting the C-terminal domain for proper catalysis. Some ATase C-terminal domain homologs are either single-domain proteins that lack an N-terminal domain, or have a tryptophan substituted in place of the acceptor cysteine (i.e. the motif PCHR is replaced by PWHR). ATase null mutant mice are viable, fertile, and have a normal lifespan.
Q#495 - >14445[]	multi-dom	223427	16	178	6.30686e-24	90.9843	COG0350	AdaB	 - 	 - 	O6-methylguanine-DNA--protein-cysteine methyltransferase [Replication, recombination and repair]; Methylated DNA-protein cysteine methyltransferase [DNA replication, recombination, and repair].
Q#496 - >14446[]	non-specific	223196	241	326	8.70612e-12	62.6056	COG0118	HisH	C	cl00020	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH [Amino acid transport and metabolism]; Glutamine amidotransferase [Amino acid transport and metabolism].
Q#496 - >14446[]	superfamily	294025	241	326	8.70612e-12	62.6056	cl00020	GAT_1 superfamily	C	 - 	Type 1 glutamine amidotransferase (GATase1)-like domain; Type 1 glutamine amidotransferase (GATase1)-like domain. This group contains proteins similar to Class I glutamine amidotransferases, the intracellular PH1704 from Pyrococcus horikoshii, the C-terminal of the large catalase: Escherichia coli HP-II, Sinorhizobium meliloti Rm1021 ThuA, the A4 beta-galactosidase middle domain and peptidase E.  The majority of proteins in this group have a reactive Cys found in the sharp turn between a beta strand and an alpha helix termed the nucleophile elbow.  For Class I glutamine amidotransferases proteins which transfer ammonia from the amide side chain of glutamine to an acceptor substrate, this Cys forms a Cys-His-Glu catalytic triad in the active site.  Glutamine amidotransferases activity can be found in a range of biosynthetic enzymes included in this cd: glutamine amidotransferase, formylglycinamide ribonucleotide, GMP synthetase, anthranilate synthase component II, glutamine-dependent carbamoyl phosphate synthase (CPSase), cytidine triphosphate synthetase, gamma-glutamyl hydrolase, imidazole glycerol phosphate synthase and, cobyric acid synthase. For Pyrococcus horikoshii PH1704, the Cys of the nucleophile elbow together with a different His and, a Glu from an adjacent monomer form a catalytic triad different from the typical GATase1 triad. Peptidase E is believed to be a serine peptidase having a Ser-His-Glu catalytic triad which differs from the Cys-His-Glu catalytic triad of typical GATase1 domains, by having a Ser in place of the reactive Cys at the nucleophile elbow. The E. coli HP-II C-terminal domain, S. meliloti Rm1021 ThuA and the A4 beta-galactosidase middle domain lack the catalytic triad typical GATaseI domains. GATase1-like domains can occur either as single polypeptides, as in Class I glutamine amidotransferases, or as domains in a much larger multifunctional synthase protein, such as CPSase. Peptidase E has a circular permutation in the common core of a typical GTAse1 domain.
Q#496 - >14446[]	non-specific	223125	215	304	3.32749e-07	49.4873	COG0047	PurL2	C	cl00020	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain [Nucleotide transport and metabolism]; Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain [Nucleotide transport and metabolism].
Q#496 - >14446[]	non-specific	223388	241	329	6.75067e-07	48.3851	COG0311	PdxT	C	cl00020	Glutamine amidotransferase PdxT (pyridoxal biosynthesis)  [Coenzyme transport and metabolism]; Predicted glutamine amidotransferase involved in pyridoxine biosynthesis [Coenzyme metabolism].
Q#496 - >14446[]	non-specific	225974	279	378	1.76857e-06	47.7791	COG3442	COG3442	NC	cl00020	Glutamine amidotransferase related to the GATase domain of CobQ [General function prediction only]; Predicted glutamine amidotransferase [General function prediction only].
Q#496 - >14446[]	multi-dom	224409	1	439	2.07872e-164	470.554	COG1492	CobQ	 - 	 - 	Cobyric acid synthase  [Coenzyme transport and metabolism]; Cobyric acid synthase [Coenzyme metabolism].
Q#496 - >14446[]	multi-dom	223592	233	304	2.6099e-06	46.4826	COG0518	GuaA1	C	 - 	GMP synthase - Glutamine amidotransferase domain [Nucleotide transport and metabolism]; GMP synthase - Glutamine amidotransferase domain [Nucleotide transport and metabolism].
Q#496 - >14446[]	multi-dom	223586	233	304	0.00136271	38.3019	COG0512	PabA	C	 - 	Anthranilate/para-aminobenzoate synthase component II [Amino acid transport and metabolism, Coenzyme transport and metabolism]; Anthranilate/para-aminobenzoate synthases component II [Amino acid transport and metabolism / Coenzyme metabolism].
Q#497 - >14447[]	multi-dom	223890	49	396	8.37075e-163	459.471	COG0820	RlmN	 - 	 - 	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37 [Translation, ribosomal structure and biogenesis]; Predicted Fe-S-cluster redox enzyme [General function prediction only].
Q#497 - >14447[]	multi-dom	224101	145	346	1.18559e-05	44.9814	COG1180	PflA	 - 	 - 	Pyruvate-formate lyase-activating enzyme [Posttranslational modification, protein turnover, chaperones]; Pyruvate-formate lyase-activating enzyme [Posttranslational modification, protein turnover, chaperones].
Q#497 - >14447[]	multi-dom	223609	159	368	0.00102243	39.6153	COG0535	SkfB	C	 - 	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family [General function prediction only]; Predicted Fe-S oxidoreductases [General function prediction only].
Q#498 - >14448[]	specific	223242	42	231	2.88216e-83	245.594	COG0164	RnhB	 - 	cl14782	Ribonuclease HII [Replication, recombination and repair]; Ribonuclease HII [DNA replication, recombination, and repair].
Q#498 - >14448[]	superfamily	301345	42	231	2.88216e-83	245.594	cl14782	RNase_H_like superfamily	 - 	 - 	Ribonuclease H-like superfamily, including RNase H, HI, HII, HIII, and RNase-like domain IV of spliceosomal protein Prp8; Ribonuclease H (RNase H) enzymes are divided into two major families, Type 1 and Type 2, based on amino acid sequence similarities and biochemical properties. RNase H is an endonuclease that cleaves the RNA strand of an RNA/DNA hybrid in a sequence non-specific manner in the presence of divalent cations. It is widely present in various organisms, including bacteria, archaea, and eukaryotes. Most prokaryotic and eukaryotic genomes contain multiple RNase H genes. Despite the lack of amino acid sequence homology, type 1 and type 2 RNase H share a main-chain fold and steric configurations of the four acidic active-site residues and have the same catalytic mechanism and functions in cells. RNase H is involved in DNA replication, repair and transcription. An important RNase H function is to remove Okazaki fragments during DNA replication. RNase H inhibitors have been explored as anti-HIV drug targets since RNase H inactivation inhibits reverse transcription. This model also includes the Prp8 domain IV, which adopts the RNase fold but shows low sequence homology; domain IV is implicated in key spliceosomal interactions.
Q#498 - >14448[]	multi-dom	223969	39	202	1.77587e-08	52.3239	COG1039	RnhC	N	 - 	Ribonuclease HIII  [Replication, recombination and repair]; Ribonuclease HIII [DNA replication, recombination, and repair].
Q#499 - >14449[]	multi-dom	225094	2	764	0	1025.66	COG2183	Tex	 - 	 - 	Transcriptional accessory protein Tex/SPT6 [Transcription]; Transcriptional accessory protein [Transcription].
Q#499 - >14449[]	multi-dom	223613	631	728	3.33815e-12	68.0987	COG0539	RpsA	NC	 - 	Ribosomal protein S1 [Translation, ribosomal structure and biogenesis]; Ribosomal protein S1 [Translation, ribosomal structure and biogenesis].
Q#499 - >14449[]	multi-dom	223613	628	708	2.84174e-11	65.4023	COG0539	RpsA	NC	 - 	Ribosomal protein S1 [Translation, ribosomal structure and biogenesis]; Ribosomal protein S1 [Translation, ribosomal structure and biogenesis].
Q#499 - >14449[]	multi-dom	224472	484	544	6.29259e-11	59.767	COG1555	ComEA	N	 - 	DNA uptake protein ComE and related DNA-binding proteins [Replication, recombination and repair]; DNA uptake protein and related DNA-binding proteins [DNA replication, recombination, and repair].
Q#499 - >14449[]	multi-dom	224023	639	747	3.54645e-10	56.9089	COG1098	YabR	 - 	 - 	Predicted RNA-binding protein, contains ribosomal protein S1 (RPS1) domain  [General function prediction only]; Predicted RNA binding protein (contains ribosomal protein S1 domain) [Translation, ribosomal structure and biogenesis].
Q#499 - >14449[]	multi-dom	224106	639	708	1.48967e-07	53.3491	COG1185	Pnp	N	 - 	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) [Translation, ribosomal structure and biogenesis]; Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) [Translation, ribosomal structure and biogenesis].
Q#499 - >14449[]	multi-dom	224018	639	708	3.97486e-05	44.6126	COG1093	SUI2	C	 - 	Translation initiation factor 2, alpha subunit (eIF-2alpha)  [Translation, ribosomal structure and biogenesis]; Translation initiation factor 2, alpha subunit (eIF-2alpha) [Translation, ribosomal structure and biogenesis].
Q#499 - >14449[]	multi-dom	223613	638	725	0.000120434	43.8311	COG0539	RpsA	N	 - 	Ribosomal protein S1 [Translation, ribosomal structure and biogenesis]; Ribosomal protein S1 [Translation, ribosomal structure and biogenesis].
Q#499 - >14449[]	multi-dom	223613	627	708	0.00459269	38.8235	COG0539	RpsA	N	 - 	Ribosomal protein S1 [Translation, ribosomal structure and biogenesis]; Ribosomal protein S1 [Translation, ribosomal structure and biogenesis].
Q#499 - >14449[]	multi-dom	223613	618	669	0.00968853	37.6679	COG0539	RpsA	C	 - 	Ribosomal protein S1 [Translation, ribosomal structure and biogenesis]; Ribosomal protein S1 [Translation, ribosomal structure and biogenesis].
Q#500 - >14450[]	multi-dom	225400	52	706	1.01805e-131	410.214	COG2844	GlnD	 - 	 - 	UTP:GlnB (protein PII) uridylyltransferase [Posttranslational modification, protein turnover, chaperones, Signal transduction mechanisms]; UTP:GlnB (protein PII) uridylyltransferase [Posttranslational modification, protein turnover, chaperones].
